FAMILY Q
Root: a_l | a_h | b_l | b_h | lambda_l | lambda_h | theta_l | theta_h
147/1000 | 267701/180000 | 2017/10400 | 198301/40000 | 7/30 | 2/5 | 0 | 1
Splits: parent tag | axis(0=a,1=b,2=lambda,3=theta) | midpoint
5672697166036992/5514312917676175 | 2836348583018496/2757156458655275 | J | 2
2836348583018496/2757156458655275 | 26/25 | 1:A | 28163951
26/25 | 30469/28800 | 1:A | 42547195
30469/28800 | 6696554791113754411/6297616462986098400 | D:A | 12025643
6696554791113754411/6297616462986098400 | 430717612/402488425 | JD | 14116266
430717612/402488425 | 27/25 | JD | 19097423
Cell sum 879939347.
Leaf R00010101101011: left | right | polynomial | upper numerator
0 | 310167/495830 | B1 | 37483448
310167/495830 | 15198183/17095670 | 0:Nlo | 333863589
15198183/17095670 | 9/10 | 0:Nhi | 23236195
9/10 | 43725429/44472200 | 0:Nhi | 238852126
43725429/44472200 | 99/100 | J | 23399984
99/100 | 270164751494/269280676725 | B11/25 | 40103332
270164751494/269280676725 | 1200800579715072/1166115251938675 | J | 74863151
1200800579715072/1166115251938675 | 26/25 | 1:A | 25689193
26/25 | 15247/14400 | 1:A | 43670672
15247/14400 | 643065355177146317/603579967070746800 | D:A | 13870231
643065355177146317/603579967070746800 | 332018362/309605425 | JD | 13327032
332018362/309605425 | 27/25 | JD | 13376068
27/25 | 29/25 | JD | 103013450
Cell sum 984748471.
Leaf R00010101101100: left | right | polynomial | upper numerator
0 | 310167/546230 | B1 | 19034449
310167/546230 | 15198183/17165270 | 0:Nlo | 329749115
15198183/17165270 | 9/10 | 0:Nhi | 30488972
9/10 | 524497069/539156600 | 0:Nhi | 202565890
524497069/539156600 | 99/100 | J | 56111022
99/100 | 3578815483/3586896200 | B11/25 | 22999209
3578815483/3586896200 | 2836348583018496/2757156458655275 | J | 86164601
2836348583018496/2757156458655275 | 26/25 | 1:A | 28163951
26/25 | 27/25 | 1:A | 91982720
Cell sum 867259929.
Leaf R00010101101101: left | right | polynomial | upper numerator
0 | 310167/546230 | B1 | 19034449
310167/546230 | 15198183/17165270 | 0:Nlo | 329749115
15198183/17165270 | 9/10 | 0:Nhi | 30488972
9/10 | 13825803/14160200 | 0:Nhi | 215050211
13825803/14160200 | 99/100 | J | 46787206
99/100 | 94553121/94621400 | B11/25 | 27673519
94553121/94621400 | 1200800579715072/1166115251938675 | J | 86570936
1200800579715072/1166115251938675 | 26/25 | 1:A | 25689193
26/25 | 27/25 | 1:A | 88179354
Cell sum 869222955.
Leaf R00010101101110000: left | right | polynomial | upper numerator
0 | 310167/517430 | B1 | 27810443
310167/517430 | 106387281/119878490 | 0:Nlo | 333376626
106387281/119878490 | 9/10 | 0:Nhi | 26373435
9/10 | 3878819233201/4028136223300 | 0:Nhi | 169016760
3878819233201/4028136223300 | 99/100 | J | 86233985
99/100 | 239253113/240114200 | B11/25 | 18964010
239253113/240114200 | 1009959747715072/982614451938675 | J | 85941170
1009959747715072/982614451938675 | 26/25 | 1:A | 30314719
26/25 | 15247/14400 | 1:A | 44551464
15247/14400 | 3700641527731099393/3478581189189049200 | D:A | 11334839
3700641527731099393/3478581189189049200 | 1541135336/1431715275 | JD | 26784148
1541135336/1431715275 | 27/25 | JD | 7320410
Cell sum 868022009.
Leaf R0001010110111000100: left | right | polynomial | upper numerator
0 | 310167/495830 | B1 | 37483448
310167/495830 | 15198183/17095670 | 0:Nlo | 333863589
15198183/17095670 | 9/10 | 0:Nhi | 23236195
9/10 | 15198183/15754070 | 0:Nhi | 174601618
15198183/15754070 | 914539331715072/890864051938675 | J | 174363458
914539331715072/890864051938675 | 26/25 | 1:A | 33313411
26/25 | 15247/14400 | 1:A | 44551463
15247/14400 | 3700641527731099393/3478581189189049200 | D:A | 11334839
3700641527731099393/3478581189189049200 | 1541135336/1431715275 | JD | 26784148
1541135336/1431715275 | 27/25 | JD | 7320410
Cell sum 866852579.
Leaf R0001010110111000101: left | right | polynomial | upper numerator
0 | 310167/495830 | B1 | 37483448
310167/495830 | 15198183/17095670 | 0:Nlo | 333863589
15198183/17095670 | 9/10 | 0:Nhi | 23236195
9/10 | 15198183/15754070 | 0:Nhi | 174601619
15198183/15754070 | 12763568623583232/12422153166825175 | J | 182000167
12763568623583232/12422153166825175 | 26/25 | 1:A | 31141633
26/25 | 20321/19200 | 1:A | 43549932
20321/19200 | 4931868454600304399/4638108252252065600 | D:A | 11201779
4931868454600304399/4638108252252065600 | 342316533/318158950 | JD | 26839213
342316533/318158950 | 27/25 | JD | 8342316
Cell sum 872259891.
Leaf R0001010110111000111: left | right | polynomial | upper numerator
0 | 310167/495830 | B1 | 37483448
310167/495830 | 15198183/17095670 | 0:Nlo | 333863589
15198183/17095670 | 9/10 | 0:Nhi | 23236195
9/10 | 15198183/15754070 | 0:Nhi | 174601619
15198183/15754070 | 99/100 | J | 80230734
99/100 | 239253113/240114200 | B11/25 | 18964010
239253113/240114200 | 1009959747715072/982614451938675 | J | 85941171
1009959747715072/982614451938675 | 26/25 | 1:A | 30314719
26/25 | 20321/19200 | 1:A | 43126931
20321/19200 | 4841105299943712527/4550835988159188800 | D:A | 11917648
4841105299943712527/4550835988159188800 | 4043394758/3755980825 | JD | 26154723
4043394758/3755980825 | 27/25 | JD | 6807097
Cell sum 872641884.
Leaf R000101011011100100: left | right | polynomial | upper numerator
0 | 310167/517430 | B1 | 27810443
310167/517430 | 106387281/119878490 | 0:Nlo | 333376626
106387281/119878490 | 9/10 | 0:Nhi | 26373435
9/10 | 58797764857871/61768839454300 | 0:Nhi | 134448240
58797764857871/61768839454300 | 12763568623583232/12422153166825175 | J |
  223709435
12763568623583232/12422153166825175 | 26/25 | 1:A | 31141633
26/25 | 27/25 | 1:A | 91982720
Cell sum 868842532.
Leaf R000101011011100101: left | right | polynomial | upper numerator
0 | 310167/517430 | B1 | 27810443
310167/517430 | 106387281/119878490 | 0:Nlo | 333376626
106387281/119878490 | 9/10 | 0:Nhi | 26373435
9/10 | 2171169/2223610 | 0:Nhi | 214514394
2171169/2223610 | 1009959747715072/982614451938675 | J | 146296875
1009959747715072/982614451938675 | 26/25 | 1:A | 30314719
26/25 | 27/25 | 1:A | 90058341
Cell sum 868744833.
Leaf R0001010110111001100: left | right | polynomial | upper numerator
0 | 310167/495830 | B1 | 37483448
310167/495830 | 15198183/17095670 | 0:Nlo | 333863589
15198183/17095670 | 9/10 | 0:Nhi | 23236195
9/10 | 15198183/15754070 | 0:Nhi | 174601619
15198183/15754070 | 914539331715072/890864051938675 | J | 173532242
914539331715072/890864051938675 | 26/25 | 1:A | 33313411
26/25 | 27/25 | 1:A | 91982719
Cell sum 868013223.
Leaf R0001010110111001101: left | right | polynomial | upper numerator
0 | 310167/495830 | B1 | 37483448
310167/495830 | 15198183/17095670 | 0:Nlo | 333863589
15198183/17095670 | 9/10 | 0:Nhi | 23236195
9/10 | 15198183/15754070 | 0:Nhi | 174601619
15198183/15754070 | 12763568623583232/12422153166825175 | J | 181038893
12763568623583232/12422153166825175 | 26/25 | 1:A | 31141633
26/25 | 596028862/551988425 | 1:A | 91515389
596028862/551988425 | 27/25 | P | 463460
Cell sum 873344226.
Leaf R0001010110111001111: left | right | polynomial | upper numerator
0 | 310167/495830 | B1 | 37483448
310167/495830 | 15198183/17095670 | 0:Nlo | 333863589
15198183/17095670 | 9/10 | 0:Nhi | 23236195
9/10 | 15198183/15754070 | 0:Nhi | 174601619
15198183/15754070 | 1009959747715072/982614451938675 | J | 184144032
1009959747715072/982614451938675 | 26/25 | 1:A | 30314719
26/25 | 27/25 | 1:A | 90058341
Cell sum 873701943.
Leaf R000101011011101: left | right | polynomial | upper numerator
0 | 310167/495830 | B1 | 37483448
310167/495830 | 15198183/17095670 | 0:Nlo | 333863589
15198183/17095670 | 9/10 | 0:Nhi | 23236195
9/10 | 2171169/2223610 | 0:Nhi | 214514393
2171169/2223610 | 99/100 | J | 43924444
99/100 | 3578815483/3586896200 | B11/25 | 22999209
3578815483/3586896200 | 2836348583018496/2757156458655275 | J | 86164602
2836348583018496/2757156458655275 | 26/25 | 1:A | 28163951
26/25 | 1787274086/1655965275 | 1:A | 90447484
1787274086/1655965275 | 27/25 | P | 1493966
Cell sum 882291281.
Leaf R0001010110111110: left | right | polynomial | upper numerator
0 | 310167/495830 | B1 | 37483448
310167/495830 | 15198183/17095670 | 0:Nlo | 333863589
15198183/17095670 | 9/10 | 0:Nhi | 23236195
9/10 | 2171169/2223610 | 0:Nhi | 214514393
2171169/2223610 | 99/100 | J | 46674130
99/100 | 94553121/94621400 | B11/25 | 27673519
94553121/94621400 | 1200800579715072/1166115251938675 | J | 86570937
1200800579715072/1166115251938675 | 26/25 | 1:A | 25689193
26/25 | 30469/28800 | 1:A | 41744301
30469/28800 | 1424406568873787759/1339069117219893600 | D:A | 12469191
1424406568873787759/1339069117219893600 | 1193128586/1108216275 | JD | 25540814
1193128586/1108216275 | 27/25 | JD | 6315856
Cell sum 881775566.
Leaf R00010101101111110: left | right | polynomial | upper numerator
0 | 310167/517430 | B1 | 27810443
310167/517430 | 106387281/119878490 | 0:Nlo | 333376626
106387281/119878490 | 9/10 | 0:Nhi | 26373435
9/10 | 2171169/2223610 | 0:Nhi | 214514393
2171169/2223610 | 99/100 | J | 46233112
99/100 | 94553121/94621400 | B11/25 | 27673519
94553121/94621400 | 1200800579715072/1166115251938675 | J | 86302113
1200800579715072/1166115251938675 | 26/25 | 1:A | 25689193
26/25 | 27/25 | 1:A | 88179353
Cell sum 876152187.
Leaf R0001010110111111100: left | right | polynomial | upper numerator
0 | 310167/495830 | B1 | 37483448
310167/495830 | 15198183/17095670 | 0:Nlo | 333863589
15198183/17095670 | 9/10 | 0:Nhi | 23236195
9/10 | 307947123/315081400 | 0:Nhi | 217494593
307947123/315081400 | 99/100 | J | 40775785
99/100 | 8857933059886119/8880256722044200 | B11/25 | 22206727
8857933059886119/8880256722044200 | 1105380163715072/1074364851938675 | J |
  87398695
1105380163715072/1074364851938675 | 26/25 | 1:A | 27811036
26/25 | 27/25 | 1:A | 88179352
Cell sum 878449420.
Leaf R0001010110111111101: left | right | polynomial | upper numerator
0 | 310167/495830 | B1 | 37483448
310167/495830 | 15198183/17095670 | 0:Nlo | 333863589
15198183/17095670 | 9/10 | 0:Nhi | 23236195
9/10 | 307947123/315081400 | 0:Nhi | 217494592
307947123/315081400 | 99/100 | J | 42890807
99/100 | 8857933059886119/8880256722044200 | B11/25 | 22206727
8857933059886119/8880256722044200 | 15599917206601728/15149411419727575 | J |
  91842162
15599917206601728/15149411419727575 | 26/25 | 1:A | 25705779
26/25 | 1390527086/1287616275 | 1:A | 88026980
1390527086/1287616275 | 27/25 | P | 151930
Cell sum 882902209.
Leaf R000101011011111111: left | right | polynomial | upper numerator
0 | 310167/495830 | B1 | 37483448
310167/495830 | 15198183/17095670 | 0:Nlo | 333863589
15198183/17095670 | 9/10 | 0:Nhi | 23236195
9/10 | 307947123/315081400 | 0:Nhi | 217494593
307947123/315081400 | 99/100 | J | 42909255
99/100 | 8857933059886119/8880256722044200 | B11/25 | 22206727
8857933059886119/8880256722044200 | 1200800579715072/1166115251938675 | J |
  91878917
1200800579715072/1166115251938675 | 26/25 | 1:A | 25689193
26/25 | 27/25 | 1:A | 86344791
Cell sum 881106708.
Leaf R00010110: left | right | polynomial | upper numerator
0 | 310167/495830 | B1 | 37483448
310167/495830 | 15198183/17095670 | 0:Nlo | 333863589
15198183/17095670 | 9/10 | 0:Nhi | 23236195
9/10 | 99/100 | 0:Nhi | 267004923
99/100 | 450825466/442783525 | B11/25 | 88972878
450825466/442783525 | 193210914/187907225 | J | 31153292
193210914/187907225 | 45381577328295936/43935114105795275 | 1:Q | 12996328
45381577328295936/43935114105795275 | 22690788664147968/21967557051983575 | J | 2
22690788664147968/21967557051983575 | 26/25 | 1:A | 17894982
26/25 | 2537/2400 | 1:A | 40538088
2537/2400 | 441314714752362503/414877052683508200 | D:A | 14195553
441314714752362503/414877052683508200 | 882629429690243131/829754105527891400 | JD
  | 2
882629429690243131/829754105527891400 | 961124086/901965275 | D:Q | 3668248
961124086/901965275 | 27/25 | JD | 24868689
27/25 | 29/25 | JD | 91647036
Cell sum 987523253.
Leaf R000101110: left | right | polynomial | upper numerator
0 | 310167/647030 | B1 | 5816990
310167/647030 | 15198183/17304470 | 0:Nlo | 307172986
15198183/17304470 | 9/10 | 0:Nhi | 44307935
9/10 | 99/100 | 0:Nhi | 267004923
99/100 | 1144861030728558/1128550265529575 | B11/25 | 76383285
1144861030728558/1128550265529575 | 22690788664147968/21967557051983575 | J |
  54579723
22690788664147968/21967557051983575 | 26/25 | 1:A | 17894982
26/25 | 595216362/551988425 | 1:A | 88307252
595216362/551988425 | 27/25 | P | 3444287
Cell sum 864912363.
Leaf R000101111000: left | right | polynomial | upper numerator
0 | 310167/495830 | B1 | 37483448
310167/495830 | 15198183/17095670 | 0:Nlo | 333863589
15198183/17095670 | 9/10 | 0:Nhi | 23236195
9/10 | 99/100 | 0:Nhi | 265129878
99/100 | 3462721041627874/3441317709573725 | B11/25 | 49408512
3462721041627874/3441317709573725 | 17018091498110976/16513040546178775 | J |
  69729463
17018091498110976/16513040546178775 | 26/25 | 1:A | 23642118
26/25 | 2537/2400 | 1:A | 40538088
2537/2400 | 557513880540522503/524801371915508200 | D:A | 11739561
557513880540522503/524801371915508200 | 430311362/402488425 | JD | 14189813
430311362/402488425 | 27/25 | JD | 21040307
Cell sum 890000972.
Leaf R000101111001: left | right | polynomial | upper numerator
0 | 310167/495830 | B1 | 37483448
310167/495830 | 15198183/17095670 | 0:Nlo | 333863589
15198183/17095670 | 9/10 | 0:Nhi | 23236195
9/10 | 1562664567/1595597800 | 0:Nhi | 225648187
1562664567/1595597800 | 99/100 | J | 38385488
99/100 | 10706991969/10701184600 | B11/25 | 31565440
10706991969/10701184600 | 17018091498110976/16513040546178775 | J | 87070853
17018091498110976/16513040546178775 | 26/25 | 1:A | 23642118
26/25 | 595216362/551988425 | 1:A | 88307251
595216362/551988425 | 27/25 | P | 3444287
Cell sum 892646856.
Leaf R00010111101: left | right | polynomial | upper numerator
0 | 310167/495830 | B1 | 37483448
310167/495830 | 15198183/17095670 | 0:Nlo | 333863589
15198183/17095670 | 9/10 | 0:Nhi | 23236195
9/10 | 99/100 | 0:Nhi | 265129878
99/100 | 3462721041627874/3441317709573725 | B11/25 | 49408512
3462721041627874/3441317709573725 | 17018091498110976/16513040546178775 | J |
  69729463
17018091498110976/16513040546178775 | 26/25 | 1:A | 23642118
26/25 | 1782399086/1655965275 | 1:A | 84009087
1782399086/1655965275 | 27/25 | P | 6934101
Cell sum 893436391.
Leaf R0001011111: left | right | polynomial | upper numerator
0 | 310167/495830 | B1 | 37483448
310167/495830 | 15198183/17095670 | 0:Nlo | 333863589
15198183/17095670 | 9/10 | 0:Nhi | 23236195
9/10 | 99/100 | 0:Nhi | 265129877
99/100 | 1144861030728558/1128550265529575 | B11/25 | 76383285
1144861030728558/1128550265529575 | 22690788664147968/21967557051983575 | J |
  54579723
22690788664147968/21967557051983575 | 26/25 | 1:A | 17894982
26/25 | 27/25 | 1:A | 84553696
Cell sum 893124795.
Leaf R0001100000: left | right | polynomial | upper numerator
0 | 310167/445430 | B1 | 79380327
310167/445430 | 468851923873177/559112813084100 | 0:Nlo | 202716221
468851923873177/559112813084100 | 15198183/17026070 | J | 116002908
15198183/17026070 | 9/10 | 0:Nhi | 15743161
9/10 | 1846907808469503/1847999153879900 | J | 227623587
1846907808469503/1847999153879900 | 11345394332073984/11208015070966475 | 1:Q |
  30162955
11345394332073984/11208015070966475 | 5672697166036992/5604007534569175 | J | 2
5672697166036992/5604007534569175 | 26/25 | 1:A | 66004613
26/25 | 1909/1800 | 1:A | 52997696
1909/1800 | 640590715144939/602579180131662 | D:A | 6768068
640590715144939/602579180131662 | 1281181430513231/1205158360456374 | JD | 2
1281181430513231/1205158360456374 | 694876/652647 | D:Q | 4313375
694876/652647 | 27/25 | JD | 38698799
Cell sum 840411714.
Leaf R0001100001000: left | right | polynomial | upper numerator
0 | 310167/465590 | B1 | 58229576
310167/465590 | 15198183/17053910 | 0:Nlo | 328827668
15198183/17053910 | 9/10 | 0:Nhi | 18769772
9/10 | 2171169/2270810 | 0:Nhi | 147077964
2171169/2270810 | 99/100 | J | 105895719
99/100 | 127491599499264/128710375580485 | B11/25 | 1541858
127491599499264/128710375580485 | 3487378/3435075 | J | 69044195
3487378/3435075 | 1638237831430144/1598227304017975 | 1:Q | 25517453
1638237831430144/1598227304017975 | 819118915715072/799113651938675 | J | 2
819118915715072/799113651938675 | 26/25 | 1:A | 36969868
26/25 | 1909/1800 | 1:A | 50717547
1909/1800 | 278897378380244923/261441649123459950 | D:A | 14163081
278897378380244923/261441649123459950 | 557794756900085471/522883298367576150 | JD
  | 2
557794756900085471/522883298367576150 | 4880107258/4565130825 | D:Q | 4554177
4880107258/4565130825 | 27/25 | JD | 19225678
27/25 | 29/25 | JD | 115570862
Cell sum 996105422.
Leaf R0001100001001: left | right | polynomial | upper numerator
0 | 310167/445430 | B1 | 79380327
310167/445430 | 15198183/17026070 | 0:Nlo | 319299576
15198183/17026070 | 9/10 | 0:Nhi | 15743161
9/10 | 2120193/2299130 | 0:Nhi | 52049099
2120193/2299130 | 129237447/129553325 | J | 193363618
129237447/129553325 | 3794427986313216/3757380515778725 | 1:Q | 29022940
3794427986313216/3757380515778725 | 1897213993156608/1878690257678425 | J | 2
1897213993156608/1878690257678425 | 26/25 | 1:A | 68722573
26/25 | 1909/1800 | 1:A | 47266389
1909/1800 | 279436775106308027/261441649123459950 | D:A | 17023506
279436775106308027/261441649123459950 | 558873550352211679/522883298367576150 | JD
  | 2
558873550352211679/522883298367576150 | 3259528753/3043420550 | D:Q | 3873186
3259528753/3043420550 | 27/25 | JD | 13976308
27/25 | 29/25 | JD | 105233096
Cell sum 944953783.
Leaf R0001100001010000: left | right | polynomial | upper numerator
0 | 310167/465590 | B1 | 58229576
310167/465590 | 15198183/17053910 | 0:Nlo | 328827669
15198183/17053910 | 9/10 | 0:Nhi | 18769772
9/10 | 2107449/2270810 | 0:Nhi | 67185681
2107449/2270810 | 3582734443104051261/3532386544827570275 | J | 225682328
3582734443104051261/3532386544827570275 | 1256556167430144/1231225704017975 | 1:Q
  | 15673349
1256556167430144/1231225704017975 | 628278083715072/615612851938675 | J | 2
628278083715072/615612851938675 | 26/25 | 1:A | 47363170
26/25 | 1909/1800 | 1:A | 50717547
1909/1800 | 322615196174804923/302663268835459950 | D:A | 12568704
322615196174804923/302663268835459950 | 645230392489205471/605326537791576150 | JD
  | 2
645230392489205471/605326537791576150 |
  8246355128114704286513867/7729294706406153127272300 | D:Q | 2129849
8246355128114704286513867/7729294706406153127272300 | 27/25 | JD | 24780031
27/25 | 29/25 | JD | 129311543
Cell sum 981239223.
Leaf R0001100001010001: left | right | polynomial | upper numerator
0 | 310167/465590 | B1 | 58229576
310167/465590 | 15198183/17053910 | 0:Nlo | 328827669
15198183/17053910 | 9/10 | 0:Nhi | 18769772
9/10 | 2107449/2270810 | 0:Nhi | 67185681
2107449/2270810 | 891626/895025 | J | 177483579
891626/895025 | 628278083715072/615612851938675 | J | 60720387
628278083715072/615612851938675 | 26/25 | 1:A | 47363168
26/25 | 1909/1800 | 1:A | 50717547
1909/1800 | 366333013969364923/343884888547459950 | D:A | 11292052
366333013969364923/343884888547459950 | 2164404086/2025460275 | JD | 7420905
2164404086/2025460275 | 27/25 | JD | 22730239
27/25 | 29/25 | JD | 146851156
Cell sum 997591731.
Leaf R0001100001010010: left | right | polynomial | upper numerator
0 | 310167/465590 | B1 | 58229576
310167/465590 | 15198183/17053910 | 0:Nlo | 328827669
15198183/17053910 | 9/10 | 0:Nhi | 18769772
9/10 | 2107449/2270810 | 0:Nhi | 67185681
2107449/2270810 | 2299721403483438090993/2265154530141017437325 | J | 232873070
2299721403483438090993/2265154530141017437325 | 1309083961393152/1281733198213175
  | 1:Q | 15153561
1309083961393152/1281733198213175 | 654541980696576/640866599036275 | J | 2
654541980696576/640866599036275 | 26/25 | 1:A | 45599462
26/25 | 3391/3200 | 1:A | 48543935
3391/3200 | 1719057493885798131/1614204100455786400 | D:A | 12341444
1719057493885798131/1614204100455786400 | 3438114988515496887/3228408201555072800
  | JD | 2
3438114988515496887/3228408201555072800 |
  43940809287080457815724999/41222905100832816678785600 | D:Q | 2132719
43940809287080457815724999/41222905100832816678785600 | 27/25 | JD | 26396342
27/25 | 29/25 | JD | 124952703
Cell sum 981005938.
Leaf R0001100001010011: left | right | polynomial | upper numerator
0 | 310167/465590 | B1 | 58229576
310167/465590 | 15198183/17053910 | 0:Nlo | 328827669
15198183/17053910 | 9/10 | 0:Nhi | 18769772
9/10 | 2107449/2270810 | 0:Nhi | 67185681
2107449/2270810 | 14862378/14893825 | J | 185818640
14862378/14893825 | 654541980696576/640866599036275 | J | 58856568
654541980696576/640866599036275 | 26/25 | 1:A | 45599461
26/25 | 3391/3200 | 1:A | 48543935
3391/3200 | 1952028347958118131/1834052738919786400 | D:A | 11083853
1952028347958118131/1834052738919786400 | 1441649599/1350306850 | JD | 7424284
1441649599/1350306850 | 27/25 | JD | 24487878
Cell sum 854827317.
Leaf R00011000010101: left | right | polynomial | upper numerator
0 | 310167/465590 | B1 | 58229576
310167/465590 | 15198183/17053910 | 0:Nlo | 328827668
15198183/17053910 | 9/10 | 0:Nhi | 18769772
9/10 | 2171169/2270810 | 0:Nhi | 147077964
2171169/2270810 | 224021851156629990407/219601226253981818925 | J | 183051156
224021851156629990407/219601226253981818925 | 1638237831430144/1598227304017975 |
  1:Q | 12538188
1638237831430144/1598227304017975 | 819118915715072/799113651938675 | J | 2
819118915715072/799113651938675 | 26/25 | 1:A | 36969869
26/25 | 1909/1800 | 1:A | 49618314
1909/1800 | 26870378651634919/25193949156157350 | D:A | 13438399
26870378651634919/25193949156157350 | 2828460911263577/2651994648505050 | JD | 2
2828460911263577/2651994648505050 |
  66087276135901129853489/61912093330770971684100 | D:Q | 1883960
66087276135901129853489/61912093330770971684100 | 27/25 | JD | 23574059
27/25 | 29/25 | JD | 121325782
Cell sum 995304711.
Leaf R0001100001011: left | right | polynomial | upper numerator
0 | 310167/445430 | B1 | 79380327
310167/445430 | 15198183/17026070 | 0:Nlo | 319299576
15198183/17026070 | 9/10 | 0:Nhi | 15743161
9/10 | 2120193/2299130 | 0:Nhi | 52049099
2120193/2299130 | 3553363735878971855121/3540226466249809367350 | J | 201023462
3553363735878971855121/3540226466249809367350 | 3794427986313216/3757380515778725
  | 1:Q | 14318032
3794427986313216/3757380515778725 | 1897213993156608/1878690257678425 | J | 2
1897213993156608/1878690257678425 | 26/25 | 1:A | 68722574
26/25 | 1909/1800 | 1:A | 47266389
1909/1800 | 366872410695428027/343884888547459950 | D:A | 13796151
366872410695428027/343884888547459950 | 733744821530451679/687769777215576150 | JD
  | 2
733744821530451679/687769777215576150 |
  29222099439896473675813222/27369251851205855113998825 | D:Q | 1756438
29222099439896473675813222/27369251851205855113998825 | 27/25 | JD | 23080060
27/25 | 29/25 | JD | 137594163
Cell sum 974029436.
Leaf R000110000110: left | right | polynomial | upper numerator
0 | 310167/445430 | B1 | 79380327
310167/445430 | 15198183/17026070 | 0:Nlo | 319299575
15198183/17026070 | 9/10 | 0:Nhi | 15743161
9/10 | 44192709/45416200 | 0:Nhi | 202260277
44192709/45416200 | 99/100 | J | 53122869
99/100 | 11566244803062392649661/11637503704112125759425 | B11/25 | 11374685
11566244803062392649661/11637503704112125759425 | 193210914/190034725 | J |
  64638981
193210914/190034725 | 22690788664147968/22117048082576075 | 1:Q | 24176842
22690788664147968/22117048082576075 | 11345394332073984/11058524040373975 | J | 2
11345394332073984/11058524040373975 | 26/25 | 1:A | 34822819
26/25 | 15247/14400 | 1:A | 46373151
15247/14400 | 2227080892398475009/2091533192987679600 | D:A | 13663923
2227080892398475009/2091533192987679600 | 4454161785911886893/4183066386940609200
  | JD | 2
4454161785911886893/4183066386940609200 | 4871169758/4565130825 | D:Q | 4577360
4871169758/4565130825 | 27/25 | JD | 22212977
27/25 | 29/25 | JD | 105167802
Cell sum 996814753.
Leaf R00011000011100: left | right | polynomial | upper numerator
0 | 310167/465590 | B1 | 58229576
310167/465590 | 15198183/17053910 | 0:Nlo | 328827669
15198183/17053910 | 9/10 | 0:Nhi | 18769772
9/10 | 2107449/2270810 | 0:Nhi | 67185681
2107449/2270810 | 2299721403483438090993/2265154530141017437325 | J | 232873070
2299721403483438090993/2265154530141017437325 | 1309083961393152/1281733198213175
  | 1:Q | 15153561
1309083961393152/1281733198213175 | 654541980696576/640866599036275 | J | 2
654541980696576/640866599036275 | 26/25 | 1:A | 45599462
26/25 | 15247/14400 | 1:A | 46373151
15247/14400 | 2925420932119435009/2751079108379679600 | D:A | 10875853
2925420932119435009/2751079108379679600 | 5850841865353806893/5502158217724609200
  | JD | 2
5850841865353806893/5502158217724609200 |
  932077324843943973594284671/875816059238587363647962400 | D:Q | 1983734
932077324843943973594284671/875816059238587363647962400 | 27/25 | JD | 32155807
Cell sum 858027340.
Leaf R00011000011101: left | right | polynomial | upper numerator
0 | 310167/465590 | B1 | 58229576
310167/465590 | 15198183/17053910 | 0:Nlo | 328827668
15198183/17053910 | 9/10 | 0:Nhi | 18769772
9/10 | 2171169/2270810 | 0:Nhi | 147077964
2171169/2270810 | 99/100 | J | 105854162
99/100 | 254983198998528/257420751245345 | B11/25 | 1541856
254983198998528/257420751245345 |
  171705857176818947669427/168120286007364868168175 | J | 84575476
171705857176818947669427/168120286007364868168175 |
  22690788664147968/22117048082576075 | 1:Q | 11868959
22690788664147968/22117048082576075 | 11345394332073984/11058524040373975 | J | 2
11345394332073984/11058524040373975 | 26/25 | 1:A | 34822819
26/25 | 15247/14400 | 1:A | 45452155
15247/14400 | 214559707702657477/201551593249258800 | D:A | 12895055
214559707702657477/201551593249258800 | 429119415491079329/403103186572767600 | JD
  | 2
429119415491079329/403103186572767600 |
  10026444496573532319308453/9410638186277187695983200 | D:Q | 1899641
10026444496573532319308453/9410638186277187695983200 | 27/25 | JD | 27114685
27/25 | 29/25 | JD | 115802160
Cell sum 994731952.
Leaf R0001100001111: left | right | polynomial | upper numerator
0 | 310167/445430 | B1 | 79380327
310167/445430 | 15198183/17026070 | 0:Nlo | 319299576
15198183/17026070 | 9/10 | 0:Nhi | 15743161
9/10 | 57819374509058851689/60375046685156485780 | 0:Nhi | 151550342
57819374509058851689/60375046685156485780 |
  54510490212686095449953/53798491522356757813816 | J | 152969905
54510490212686095449953/53798491522356757813816 |
  2701318770655232/2654045769909129 | 1:Q | 11226067
2701318770655232/2654045769909129 | 1350659385327616/1327022884844877 | J | 2
1350659385327616/1327022884844877 | 26/25 | 1:A | 51806553
26/25 | 15247/14400 | 1:A | 43216943
15247/14400 | 976578701975979947/917026369459893200 | D:A | 13410891
976578701975979947/917026369459893200 | 1953157404323605519/1834052739241536400 |
  JD | 2
1953157404323605519/1834052739241536400 |
  933438095408635239757007479/875816059238587363647962400 | D:Q | 1758066
933438095408635239757007479/875816059238587363647962400 | 27/25 | JD | 26358232
Cell sum 866720067.
Leaf R0001100010: left | right | polynomial | upper numerator
0 | 348723/475670 | B1 | 113821372
348723/475670 | 37298027/49257945 | 0:Nlo | 28890267
37298027/49257945 | 73969183803749/76777423998716 | J | 357950212
73969183803749/76777423998716 | 2190149693734912/2241603014193295 | 1:Q | 25880004
2190149693734912/2241603014193295 | 1095074846867456/1120801506913835 | J | 2
1095074846867456/1120801506913835 | 26/25 | 1:A | 124621435
26/25 | 1909/1800 | 1:A | 45333985
1909/1800 | 16014767878623475/15018943442130078 | D:A | 12834853
