FAMILY Q
Root: a_l | a_h | b_l | b_h | lambda_l | lambda_h | theta_l | theta_h
147/1000 | 267701/180000 | 2017/10400 | 198301/40000 | 7/30 | 2/5 | 0 | 1
Splits: parent tag | axis(0=a,1=b,2=lambda,3=theta) | midpoint
R00011001011 | 3 | 7/8
R000110010110 | 0 | 325913/576000
R0001100101100 | 1 | 695753/640000
R00011001011001 | 2 | 127/480
R000110010110010 | 3 | 13/16
R0001100101100100 | 0 | 335321/640000
R00011001011001000 | 1 | 20566641/16640000
R0001100101100101 | 0 | 335321/640000
R00011001011001010 | 1 | 20566641/16640000
R000110010111 | 0 | 325913/576000
R0001100101110 | 1 | 695753/640000
R00011001011101 | 2 | 127/480
R000110010111010 | 3 | 15/16
R0001100101110100 | 0 | 335321/640000
R00011001011101000 | 1 | 20566641/16640000
R0001100101110101 | 0 | 335321/640000
R00011001011101010 | 1 | 20566641/16640000
R000110010111010101 | 2 | 83/320
R0001100101110101010 | 3 | 31/32
R00011001011101010101 | 0 | 5794537/11520000
R000110011 | 1 | 3283863/4160000
R0001100111 | 2 | 61/240
R0001101 | 3 | 3/4
R00011010 | 0 | 311801/480000
R000110100 | 1 | 3283863/4160000
R0001101001 | 2 | 71/240
R00011010010 | 3 | 5/8
R00011011 | 0 | 311801/480000
R000110110 | 1 | 3283863/4160000
R0001101101 | 2 | 71/240
R00011011010 | 3 | 7/8
R000111 | 2 | 11/40
R0001110 | 3 | 3/4
R00011100 | 0 | 311801/480000
R000111000 | 1 | 8237989/4160000
R0001110000 | 2 | 61/240
R00011100001 | 3 | 5/8
R00011101 | 0 | 311801/480000
R000111010 | 1 | 8237989/4160000
R0001110100 | 2 | 61/240
R00011101001 | 3 | 7/8
R000111010010 | 0 | 325913/576000
R0001110100100 | 1 | 2799783/1664000
R00011101001000 | 2 | 127/480
R000111010010000 | 3 | 13/16
R0001110100100001 | 0 | 335321/640000
R00011101001000010 | 1 | 25520767/16640000
R000111010010000100 | 2 | 83/320
R000111010010001 | 3 | 13/16
R0001110100100011 | 0 | 335321/640000
R00011101001000110 | 1 | 25520767/16640000
R000111010011 | 0 | 325913/576000
R0001110100110 | 1 | 2799783/1664000
R00011101001100 | 2 | 127/480
R000111010011000 | 3 | 15/16
R0001110100110000 | 0 | 335321/640000
R00011101001100000 | 1 | 25520767/16640000
R000111010011000000 | 2 | 83/320
R0001110100110000000 | 3 | 29/32
R00011101001100000000 | 0 | 5794537/11520000
R00011101001100000001 | 0 | 5794537/11520000
R0001110100110000001 | 3 | 29/32
R00011101001100000010 | 0 | 5794537/11520000
R00011101001100000011 | 0 | 5794537/11520000
R000111010011000001 | 2 | 83/320
R0001110100110000011 | 3 | 29/32
R00011101001100000111 | 0 | 5794537/11520000
R00011101001100001 | 1 | 25520767/16640000
R000111010011000010 | 2 | 83/320
R0001110100110001 | 0 | 335321/640000
R00011101001100010 | 1 | 25520767/16640000
R000111010011000100 | 2 | 83/320
R0001110100110001000 | 3 | 31/32
R00011101001100010000 | 0 | 5794537/11520000
R00011101001100010001 | 0 | 5794537/11520000
R0001110100110001001 | 3 | 31/32
R00011101001100010010 | 0 | 5794537/11520000
R00011101001100010011 | 0 | 5794537/11520000
R000111010011000100111 | 1 | 48564471/33280000
R000111010011000101 | 2 | 83/320
R0001110100110001011 | 3 | 31/32
R00011101001100010110 | 0 | 5794537/11520000
R00011101001100010111 | 0 | 5794537/11520000
R000111010011000101110 | 1 | 53518597/33280000
R0001110100110001011100 | 2 | 503/1920
R00011101001100011 | 1 | 25520767/16640000
R000111010011000110 | 2 | 83/320
R000111010011001 | 3 | 15/16
R0001110100110010 | 0 | 335321/640000
R00011101001100100 | 1 | 25520767/16640000
R000111010011001001 | 2 | 259/960
R0001110100110010010 | 3 | 29/32
R00011101001100100101 | 0 | 5794537/11520000
R00011101001100101 | 1 | 25520767/16640000
R0001110100110011 | 0 | 335321/640000
R00011101001100110 | 1 | 25520767/16640000
R000111010011001101 | 2 | 259/960
R0001110100110011010 | 3 | 31/32
R00011101001100110100 | 0 | 5794537/11520000
R00011101001100110101 | 0 | 5794537/11520000
R00011101001100111 | 1 | 25520767/16640000
R00011101001101 | 2 | 127/480
R000111010011011 | 3 | 15/16
R0001110100110110 | 0 | 335321/640000
R00011101001101100 | 1 | 30474893/16640000
R000111010011011000 | 2 | 259/960
R0001110100110111 | 0 | 335321/640000
R00011101001101110 | 1 | 30474893/16640000
R000111010011011100 | 2 | 259/960
R0001110100110111000 | 3 | 31/32
R00011101001101110001 | 0 | 5794537/11520000
R0001110100110111001 | 3 | 31/32
R00011101001101110011 | 0 | 5794537/11520000
R000111010011011101 | 2 | 259/960
R00011101001101111 | 1 | 30474893/16640000
R000111010011011110 | 2 | 259/960
R0001110100111 | 1 | 2799783/1664000
R00011101001110 | 2 | 127/480
R0001111 | 3 | 3/4
R00011110 | 0 | 311801/480000
R000111100 | 1 | 8237989/4160000
R00011111 | 0 | 311801/480000
R000111110 | 1 | 8237989/4160000
R0001111100 | 2 | 71/240
R00011111000 | 3 | 7/8
R000111110000 | 0 | 325913/576000
R0001111100000 | 1 | 2799783/1664000
R000111110001 | 0 | 325913/576000
R0001111100010 | 1 | 2799783/1664000
R00011111000101 | 2 | 137/480
R000111110001010 | 3 | 15/16
R0001111100010100 | 0 | 335321/640000
R0001111100010101 | 0 | 335321/640000
R00011111000101010 | 1 | 30474893/16640000
R0001111100011 | 1 | 2799783/1664000
R0001111101 | 2 | 71/240
R00011111010 | 3 | 7/8
R000111110101 | 0 | 325913/576000
R0001111101010 | 1 | 18953041/8320000
R00011111010100 | 2 | 137/480
R000111110101000 | 3 | 15/16
R0001111101010001 | 0 | 335321/640000
R000111111 | 1 | 8237989/4160000
R001 | 3 | 1/2
R0011 | 0 | 347081/720000
R00111 | 1 | 2880463/2080000
R01 | 2 | 19/60
R010 | 3 | 1/2
R0101 | 0 | 347081/720000
R1 | 1 | 2678763/1040000
R10 | 2 | 19/60
R100 | 3 | 1/2
R1001 | 0 | 276521/240000
R10010 | 1 | 2880463/2080000
Empty boxes: tag | a_l | a_h | b_l | b_h | lambda_l | lambda_h | theta_l | theta_h
R000100011100010 | 452921/1440000 | 382361/960000 | 695753/640000 |
  2880463/2080000 | 7/30 | 39/160 | 3/4 | 7/8
R000100011100110 | 382361/960000 | 347081/720000 | 695753/640000 | 2880463/2080000
  | 7/30 | 39/160 | 3/4 | 7/8
R000100011101010 | 452921/1440000 | 382361/960000 | 695753/640000 |
  2880463/2080000 | 7/30 | 39/160 | 7/8 | 1
R000100011101110 | 382361/960000 | 347081/720000 | 695753/640000 | 2880463/2080000
  | 7/30 | 39/160 | 7/8 | 1
R0001000111011110110 | 2535407/5760000 | 347081/720000 | 20566641/16640000 |
  2880463/2080000 | 39/160 | 239/960 | 7/8 | 15/16
R0001000111011111110 | 2535407/5760000 | 347081/720000 | 20566641/16640000 |
  2880463/2080000 | 39/160 | 239/960 | 15/16 | 1
R00010101000 | 147/1000 | 452921/1440000 | 2880463/2080000 | 8237989/4160000 |
  7/30 | 61/240 | 3/4 | 1
R0001010101 | 147/1000 | 452921/1440000 | 8237989/4160000 | 2678763/1040000 | 7/30
  | 11/40 | 3/4 | 1
R00010101100 | 452921/1440000 | 347081/720000 | 2880463/2080000 | 8237989/4160000
  | 7/30 | 61/240 | 3/4 | 1
R0001010110111000110 | 2535407/5760000 | 347081/720000 | 25520767/16640000 |
  2799783/1664000 | 61/240 | 83/320 | 7/8 | 15/16
R0001010110111001110 | 2535407/5760000 | 347081/720000 | 25520767/16640000 |
  2799783/1664000 | 61/240 | 83/320 | 15/16 | 1
R000101011011110 | 382361/960000 | 347081/720000 | 2799783/1664000 |
  8237989/4160000 | 61/240 | 127/480 | 7/8 | 1
R0001010111 | 452921/1440000 | 347081/720000 | 8237989/4160000 | 2678763/1040000 |
  7/30 | 11/40 | 3/4 | 1
R000110010100010 | 347081/720000 | 325913/576000 | 695753/640000 | 2880463/2080000
  | 7/30 | 39/160 | 3/4 | 7/8
R0001100101000111010 | 347081/720000 | 335321/640000 | 20566641/16640000 |
  2880463/2080000 | 39/160 | 239/960 | 13/16 | 7/8
R0001100101010000010 | 347081/720000 | 335321/640000 | 3122503/3328000 |
  695753/640000 | 7/30 | 229/960 | 7/8 | 15/16
R0001100101010001010 | 347081/720000 | 335321/640000 | 3122503/3328000 |
  695753/640000 | 7/30 | 229/960 | 15/16 | 1
R000110010101010 | 347081/720000 | 325913/576000 | 695753/640000 | 2880463/2080000
  | 7/30 | 39/160 | 7/8 | 1
R0001100101010110010 | 347081/720000 | 335321/640000 | 20566641/16640000 |
  2880463/2080000 | 39/160 | 239/960 | 7/8 | 15/16
R0001100101010111010 | 347081/720000 | 335321/640000 | 20566641/16640000 |
  2880463/2080000 | 39/160 | 239/960 | 15/16 | 1
R00011001110 | 311801/480000 | 294161/360000 | 3283863/4160000 | 2880463/2080000 |
  7/30 | 61/240 | 3/4 | 1
R00011100000 | 347081/720000 | 311801/480000 | 2880463/2080000 | 8237989/4160000 |
  7/30 | 61/240 | 1/2 | 3/4
R0001110001 | 347081/720000 | 311801/480000 | 8237989/4160000 | 2678763/1040000 |
  7/30 | 11/40 | 1/2 | 3/4
R000111001 | 311801/480000 | 294161/360000 | 2880463/2080000 | 2678763/1040000 |
  7/30 | 11/40 | 1/2 | 3/4
R00011101000 | 347081/720000 | 311801/480000 | 2880463/2080000 | 8237989/4160000 |
  7/30 | 61/240 | 3/4 | 1
R0001110100110000010 | 347081/720000 | 335321/640000 | 25520767/16640000 |
  2799783/1664000 | 61/240 | 83/320 | 7/8 | 15/16
R0001110100110000100 | 335321/640000 | 325913/576000 | 2880463/2080000 |
  25520767/16640000 | 61/240 | 83/320 | 7/8 | 15/16
R000111010011000011 | 335321/640000 | 325913/576000 | 25520767/16640000 |
  2799783/1664000 | 61/240 | 127/480 | 7/8 | 15/16
R0001110100110001010 | 347081/720000 | 335321/640000 | 25520767/16640000 |
  2799783/1664000 | 61/240 | 83/320 | 15/16 | 1
R00011101001100010111000 | 347081/720000 | 5794537/11520000 | 25520767/16640000 |
  53518597/33280000 | 83/320 | 503/1920 | 31/32 | 1
R0001110100110001011101 | 347081/720000 | 5794537/11520000 | 53518597/33280000 |
  2799783/1664000 | 83/320 | 127/480 | 31/32 | 1
R0001110100110001100 | 335321/640000 | 325913/576000 | 2880463/2080000 |
  25520767/16640000 | 61/240 | 83/320 | 15/16 | 1
R000111010011000111 | 335321/640000 | 325913/576000 | 25520767/16640000 |
  2799783/1664000 | 61/240 | 127/480 | 15/16 | 1
R000111010011010 | 347081/720000 | 325913/576000 | 2799783/1664000 |
  8237989/4160000 | 61/240 | 127/480 | 7/8 | 1
R000111010011011100011 | 5794537/11520000 | 335321/640000 | 2799783/1664000 |
  30474893/16640000 | 127/480 | 259/960 | 31/32 | 1
R0001110100110111010 | 347081/720000 | 335321/640000 | 30474893/16640000 |
  8237989/4160000 | 127/480 | 259/960 | 15/16 | 1
R0001110100110111100 | 335321/640000 | 325913/576000 | 2799783/1664000 |
  30474893/16640000 | 127/480 | 259/960 | 15/16 | 1
R000111010011011111 | 335321/640000 | 325913/576000 | 30474893/16640000 |
  8237989/4160000 | 127/480 | 11/40 | 15/16 | 1
R000111010011100 | 325913/576000 | 311801/480000 | 2880463/2080000 |
  2799783/1664000 | 61/240 | 127/480 | 7/8 | 1
R00011101001111 | 325913/576000 | 311801/480000 | 2799783/1664000 |
  8237989/4160000 | 61/240 | 11/40 | 7/8 | 1
R0001110101 | 347081/720000 | 311801/480000 | 8237989/4160000 | 2678763/1040000 |
  7/30 | 11/40 | 3/4 | 1
R000111011 | 311801/480000 | 294161/360000 | 2880463/2080000 | 2678763/1040000 |
  7/30 | 11/40 | 3/4 | 1
R10011 | 276521/240000 | 267701/180000 | 2017/10400 | 2678763/1040000 | 7/30 |
  19/60 | 1/2 | 1
Leaves: tag | eight box endpoints | h_* | method | cell-sum numerator | total
  upper bound
R00000000 | 147/1000 | 347081/720000 | 2017/10400 | 2880463/2080000 | 7/30 | 11/40
  | 0 | 1/4 | 2017/10000 | 29 | 950806007 | 950806007/1000000000
R000000010 | 147/1000 | 452921/1440000 | 2017/10400 | 2880463/2080000 | 7/30 |
  11/40 | 1/4 | 1/2 | 2017/10000 | 29 | 996374786 | 498187393/500000000
R0000000110 | 452921/1440000 | 347081/720000 | 2017/10400 | 3283863/4160000 | 7/30
  | 11/40 | 1/4 | 1/2 | 2017/10000 | 29 | 966145011 | 966145011/1000000000
R0000000111 | 452921/1440000 | 347081/720000 | 3283863/4160000 | 2880463/2080000 |
  7/30 | 11/40 | 1/4 | 1/2 | 2017/10000 | 29 | 968739421 | 968739421/1000000000
R0000001 | 147/1000 | 347081/720000 | 2017/10400 | 2880463/2080000 | 11/40 | 19/60
  | 0 | 1/2 | 2017/10000 | 29 | 986910469 | 986910469/1000000000
R000001 | 147/1000 | 347081/720000 | 2880463/2080000 | 2678763/1040000 | 7/30 |
  19/60 | 0 | 1/2 | 2017/10000 | 29 | 944728625 | 7557829/8000000
R00001000 | 347081/720000 | 294161/360000 | 2017/10400 | 2880463/2080000 | 7/30 |
  11/40 | 0 | 1/4 | 2017/10000 | 29 | 974229975 | 38969199/40000000
R0000100100 | 347081/720000 | 311801/480000 | 2017/10400 | 3283863/4160000 | 7/30
  | 11/40 | 1/4 | 1/2 | 2017/10000 | 29 | 985687218 | 492843609/500000000
R0000100101 | 347081/720000 | 311801/480000 | 3283863/4160000 | 2880463/2080000 |
  7/30 | 11/40 | 1/4 | 1/2 | 2017/10000 | 29 | 983115420 | 49155771/50000000
R000010011 | 311801/480000 | 294161/360000 | 2017/10400 | 2880463/2080000 | 7/30 |
  11/40 | 1/4 | 1/2 | 5357783/24000000 | 29 | 968741257 | 968741257/1000000000
R00001010 | 347081/720000 | 294161/360000 | 2017/10400 | 2880463/2080000 | 11/40 |
  19/60 | 0 | 1/4 | 2017/10000 | 29 | 940503489 | 940503489/1000000000
R000010110 | 347081/720000 | 311801/480000 | 2017/10400 | 2880463/2080000 | 11/40
  | 19/60 | 1/4 | 1/2 | 2017/10000 | 29 | 998040922 | 499020461/500000000
R000010111 | 311801/480000 | 294161/360000 | 2017/10400 | 2880463/2080000 | 11/40
  | 19/60 | 1/4 | 1/2 | 5357783/24000000 | 29 | 941455041 | 941455041/1000000000
R000011 | 347081/720000 | 294161/360000 | 2880463/2080000 | 2678763/1040000 | 7/30
  | 19/60 | 0 | 1/2 | 2017/10000 | 29 | 973064549 | 973064549/1000000000
R0001000000 | 147/1000 | 452921/1440000 | 2017/10400 | 3283863/4160000 | 7/30 |
  11/40 | 1/2 | 3/4 | 2017/10000 | 27mass | 783878548 | 256853116147/273375000000
R00010000010 | 147/1000 | 452921/1440000 | 3283863/4160000 | 2880463/2080000 |
  7/30 | 61/240 | 1/2 | 3/4 | 2017/10000 | 27mass | 842140261 |
  2182243295507/2187000000000
R00010000011 | 147/1000 | 452921/1440000 | 3283863/4160000 | 2880463/2080000 |
  61/240 | 11/40 | 1/2 | 3/4 | 2017/10000 | 27mass | 849325260 |
  224210533266772807/229323571200000000
R0001000010 | 452921/1440000 | 347081/720000 | 2017/10400 | 3283863/4160000 | 7/30
  | 11/40 | 1/2 | 3/4 | 2017/10000 | 27mass | 821163869 |
  2136367926203/2187000000000
R000100001100 | 452921/1440000 | 347081/720000 | 3283863/4160000 | 2880463/2080000
  | 7/30 | 61/240 | 1/2 | 5/8 | 2017/10000 | 29 | 989656314 | 494828157/500000000
R00010000110100 | 452921/1440000 | 382361/960000 | 3283863/4160000 | 695753/640000
  | 7/30 | 61/240 | 5/8 | 3/4 | 2017/10000 | 29 | 981490985 | 196298197/200000000
R00010000110101 | 452921/1440000 | 382361/960000 | 695753/640000 | 2880463/2080000
  | 7/30 | 61/240 | 5/8 | 3/4 | 2017/10000 | 29 | 972022668 | 243005667/250000000
R00010000110110 | 382361/960000 | 347081/720000 | 3283863/4160000 | 695753/640000
  | 7/30 | 61/240 | 5/8 | 3/4 | 2017/10000 | 29 | 996607727 | 996607727/1000000000
R00010000110111 | 382361/960000 | 347081/720000 | 695753/640000 | 2880463/2080000
  | 7/30 | 61/240 | 5/8 | 3/4 | 2017/10000 | 29 | 989112143 | 989112143/1000000000
R000100001110 | 452921/1440000 | 347081/720000 | 3283863/4160000 | 2880463/2080000
  | 61/240 | 11/40 | 1/2 | 5/8 | 2017/10000 | 29 | 985692831 |
  985692831/1000000000
R0001000011110 | 452921/1440000 | 382361/960000 | 3283863/4160000 |
  2880463/2080000 | 61/240 | 11/40 | 5/8 | 3/4 | 2017/10000 | 27mass | 861626973 |
  1135158030119051363/1146617856000000000
R00010000111110 | 382361/960000 | 347081/720000 | 3283863/4160000 | 695753/640000
  | 61/240 | 11/40 | 5/8 | 3/4 | 2017/10000 | 27mass | 845350713 |
  1116495379774152803/1146617856000000000
R00010000111111 | 382361/960000 | 347081/720000 | 695753/640000 | 2880463/2080000
  | 61/240 | 11/40 | 5/8 | 3/4 | 2017/10000 | 29 | 985735682 | 492867841/500000000
R0001000100 | 147/1000 | 452921/1440000 | 2017/10400 | 3283863/4160000 | 7/30 |
  11/40 | 3/4 | 1 | 2017/10000 | 27mass | 776108193 | 2037831162791/2187000000000
R00010001010 | 147/1000 | 452921/1440000 | 3283863/4160000 | 2880463/2080000 |
  7/30 | 61/240 | 3/4 | 1 | 2017/10000 | 27mass | 836448659 |
  2169795761933/2187000000000
R00010001011 | 147/1000 | 452921/1440000 | 3283863/4160000 | 2880463/2080000 |
  61/240 | 11/40 | 3/4 | 1 | 2017/10000 | 27mass | 843532331 |
  1114410390503923811/1146617856000000000
R0001000110 | 452921/1440000 | 347081/720000 | 2017/10400 | 3283863/4160000 | 7/30
  | 11/40 | 3/4 | 1 | 2017/10000 | 27mass | 812586813 |
  2117609904731/2187000000000
R00010001110000 | 452921/1440000 | 382361/960000 | 3283863/4160000 | 695753/640000
  | 7/30 | 61/240 | 3/4 | 7/8 | 2017/10000 | 27mass | 830526122 |
  1078421586757/1093500000000
R000100011100011 | 452921/1440000 | 382361/960000 | 695753/640000 |
  2880463/2080000 | 39/160 | 61/240 | 3/4 | 7/8 | 2017/10000 | 27mass | 850243098
  | 66552594270201697/67108864000000000
R000100011100100 | 382361/960000 | 347081/720000 | 3283863/4160000 | 695753/640000
  | 7/30 | 39/160 | 3/4 | 7/8 | 2017/10000 | 27mass | 841594450 |
  43620992137/43740000000
R000100011100101 | 382361/960000 | 347081/720000 | 3283863/4160000 | 695753/640000
  | 39/160 | 61/240 | 3/4 | 7/8 | 2017/10000 | 27mass | 845494679 |
  66233933265315681/67108864000000000
R0001000111001110 | 382361/960000 | 347081/720000 | 695753/640000 |
  2880463/2080000 | 39/160 | 61/240 | 3/4 | 13/16 | 2017/10000 | 29 | 996781781 |
  996781781/1000000000
R00010001110011110 | 382361/960000 | 2535407/5760000 | 695753/640000 |
  2880463/2080000 | 39/160 | 61/240 | 13/16 | 7/8 | 2017/10000 | 27mass |
  853332734 | 66759936232335201/67108864000000000
R000100011100111110 | 2535407/5760000 | 347081/720000 | 695753/640000 |
  20566641/16640000 | 39/160 | 61/240 | 13/16 | 7/8 | 2017/10000 | 27mass |
  853866536 | 66795759078156129/67108864000000000
R000100011100111111 | 2535407/5760000 | 347081/720000 | 20566641/16640000 |
  2880463/2080000 | 39/160 | 61/240 | 13/16 | 7/8 | 2017/10000 | 29 | 995549246 |
  497774623/500000000
R00010001110100 | 452921/1440000 | 382361/960000 | 3283863/4160000 | 695753/640000
  | 7/30 | 61/240 | 7/8 | 1 | 2017/10000 | 27mass | 832859248 |
  540486430019/546750000000
R000100011101011 | 452921/1440000 | 382361/960000 | 695753/640000 |
  2880463/2080000 | 39/160 | 61/240 | 7/8 | 1 | 2017/10000 | 27mass | 849307310 |
  13297958920115373/13421772800000000
R000100011101100 | 382361/960000 | 347081/720000 | 3283863/4160000 | 695753/640000
  | 7/30 | 39/160 | 7/8 | 1 | 2017/10000 | 27mass | 843182067 |
  2184521725229/2187000000000
R000100011101101 | 382361/960000 | 347081/720000 | 3283863/4160000 | 695753/640000
  | 39/160 | 61/240 | 7/8 | 1 | 2017/10000 | 27mass | 846955265 |
  13266390306509997/13421772800000000
R00010001110111100 | 382361/960000 | 2535407/5760000 | 695753/640000 |
  2880463/2080000 | 39/160 | 61/240 | 7/8 | 15/16 | 2017/10000 | 27mass |
  854302809 | 66825036863580001/67108864000000000
R000100011101111010 | 2535407/5760000 | 347081/720000 | 695753/640000 |
  20566641/16640000 | 39/160 | 61/240 | 7/8 | 15/16 | 2017/10000 | 27mass |
  854735449 | 66854070842500961/67108864000000000
R0001000111011110111 | 2535407/5760000 | 347081/720000 | 20566641/16640000 |
  2880463/2080000 | 239/960 | 61/240 | 7/8 | 15/16 | 2017/10000 | 27mass |
  859203603 | 18673294548278851678537/18786186952704000000000
R00010001110111110 | 382361/960000 | 2535407/5760000 | 695753/640000 |
  2880463/2080000 | 39/160 | 61/240 | 15/16 | 1 | 2017/10000 | 27mass | 855731160
  | 13384178375316653/13421772800000000
R000100011101111110 | 2535407/5760000 | 347081/720000 | 695753/640000 |
  20566641/16640000 | 39/160 | 61/240 | 15/16 | 1 | 2017/10000 | 27mass |
  856953341 | 67002911055095649/67108864000000000
R0001000111011111111 | 2535407/5760000 | 347081/720000 | 20566641/16640000 |
